Title,Artist,Album,Duration,"Media Type"
"Sometime Jailhouse Blues","Marc Ribot","Map of a Blue City",00:06:25,track
"Out Of Nowhere","Charlie Parker","Jazz Masters",00:04:08,track
"That Ole Devil Called Love","Chet Baker","Baker's Holiday",00:03:18,track
"Prisoner Of Love","Coleman Hawkins & Ben Webster","Coleman Hawkins Encounters Ben Webster (Expanded Edition)",00:04:13,track
"These Foolish Things (remind Me Of You)","Chet Baker","Chet In Paris: Everything Happens To Me - The Complete Barclay Recording Vol. 2",00:04:42,track
Tangerine,"Coleman Hawkins & Ben Webster","Coleman Hawkins Encounters Ben Webster (Expanded Edition)",00:05:21,track
"Like Someone In Love","John Coltrane","Lush Life",00:04:58,track
"I Waited For You","Miles Davis","Volume 2 (Vol. 2)",00:03:29,track
"Old Folks","Miles Davis & Hank Mobley & Wynton Kelly & Paul Chambers & Jimmy Cobb","Someday My Prince Will Come",00:05:14,track
"Something I Dreamed Last Night","Miles Davis Quintet","Steamin' [Rudy Van Gelder edition]",00:06:12,track
"Indian Summer","Coleman Hawkins","Wrapped Tight",00:05:02,track
"My Funny Valentine","Gerry Mulligan","Les Plus Grands Moments Du Jazz",00:04:06,track
"I've Grown Accustomed To Your Face ","Sonny Rollins Quintet","Plays For Bird (RVG Remaster)",00:04:52,track
Ballad,"Stan Getz & Gerry Mulligan","Getz Meets Mulligan In Hi-Fi",00:05:46,track
"You Turned The Tables On Me","Stan Getz","Stan Getz Plays",00:02:57,track
Soultrane,"Tadd Dameron & John Coltrane","Mating Call [RVG Remaster]",00:05:21,track
"Hillbillies On Speed","Hillbilly Hellcats","Rev it up with Taz",00:02:33,track
"Devils Daughter",Krewmen,"Into the Tomb",00:02:44,track
"Nine Lives","Mad Sin","25 Years - Still Mad",00:04:04,track
"White Trash","Hillbilly Hellcats","Early Daze (Remastered)",00:01:57,track
"Black Kane",Restless,"Seconds Out",00:02:48,track
"Drinking Gasoline","The Baboons","Boogie Curse",00:02:55,track
Spellbound,"The Deltas","Nervous 45rpm Collection",00:02:26,track
"Psycho For Your Love","The Meteors","The Lost Album",00:02:53,track
"My Love For Evermore","The Hillbilly Moon Explosion & Mark 'Sparky' Philips","Buy, Beg or Steal",00:03:24,track
"Cramp Stomp","The Cramps","Big Beat from Badsville",00:03:25,track
"Cornfed Dames","The Cramps","A Date with Elvis",00:05:27,track
"Voodoo Rhythm","The Meteors","Best Of...",00:02:28,track
"Wrecking Crew","The Meteors","Kings of Psychobilly ~ a 5 Disc Career",00:02:29,track
"Me And Clyde","The Psychobilly Kadillaks","Down Inside The Bottle",00:02:45,track
"Bales Of Cocaine","The Reverend Horton Heat","The Full Custom Gospel Sounds Of . . .",00:02:12,track
"Psychobilly Freakout","The Reverend Horton Heat","Smoke 'em if You Got 'em",00:02:39,track
"Take A Razor To Your Head - 93 Version","The Sharks","Ruff Stuff",00:01:52,track
"Cannibal Family","The Wolfgangs","Shout With the Devil",00:03:28,track
"Please Tell Me","The Silver Shine","Hold Fast",00:03:17,track
"Winter's Going","Bonnie Dobson","Bonnie Dobson",00:02:41,track
"I Gave You","Bonnie Prince Billy & Matt Sweeney",Superwolf,00:02:39,track
"Tombstone Blues","Bob Dylan","Highway 61 Revisited",00:05:56,track
Katherine,"Candle & Kevin Coons","The River You Drink From Will Drown You",00:04:51,track
"She Always Loved You","Lamb's Ear","I Know She's My Friend",00:04:41,track
"Red Right Hand","Nick Cave & The Bad Seeds","Let Love In",00:06:11,track
"Down By The Water","PJ Harvey","To Bring You My Love",00:03:15,track
"Say Valley Maker",Smog,"A River Ain't Too Much To Love",00:05:10,track
Arlene,"The Handsome Family",Odessa,00:03:38,track
"Hoist That Rag","Tom Waits","Real Gone (Remastered)",00:04:08,track
"Satan Your Kingdom Must Come Down","Willie Nelson","Country Music",00:03:20,track
Nitrus,"Dick Dale","Calling Up Spirits",00:03:30,track
Nitro,"Dick Dale","Tribal Thunder",00:03:20,track
Misirlou,"Dick Dale","Surfer´s Paradise, Vol.1",00:02:16,track
"Peter Gunn","Duane Eddy","Especially for You",00:02:31,track
"Rebel Rouser","Duane Eddy","Twangin' The Golden Hits",00:02:34,track
"Night Dive","Killer Tone Jones","Sharknado Apocalypse EP",00:03:24,track
Rumble,"Link Wray","Link Wray",00:02:26,track
"Woo Hoo","The 5.6.7.8's","Bomb The Rocks: Early Days Singles 1989-1996",00:02:02,track
"Hawaii Five-o","The Ventures","Hawaii Five-O",00:01:54,track
Wipeout,"The Ventures","60s Rock Instrumental Collection, Vol. 2",00:03:54,track
"Angel Of The Morning","Broken Paths","Country Music Hits 80'S 90'S",00:03:30,track
"Are You Lonesome Tonight","Elvis Presley","Elvis' Golden Records, Vol. 3",00:03:07,track
Jolene,"Kate Wingfield","Sand Footprints",00:02:36,track
"Be A Simple Kind Of Man","Monica Lopez","Everything About the Silence",00:05:30,track
"Take Five","Eliane Elias","Light My Fire",00:05:13,track
"Wild Horses","Bishop Briggs","Wild Horses (Acoustic)",00:03:09,track
"East Tennessee","Ellie Benn","East Tennessee",00:02:50,track
"I Wanna Remember","Ellie Strong & Kyle Addison","I Wanna Remember",00:03:20,track
"Medicine Man","Elles Bailey","Medicine Man (Acoustic)",00:03:26,track
"Pitchin' Fits","Drayton Farley","A Hard up Life",00:03:47,track
"Front Porch","Joy Williams","Front Porch",00:03:52,track
"The Time I've Wasted","Lori McKenna","Numbered Doors",00:03:33,track
Bluebird,"Miranda Lambert","Bluebird (Acoustic)",00:03:41,track
"Through Your Eyes","Morgan Wade & OurVinyl","Through Your Eyes (OurVinyl Sessions)",00:03:15,track
"The Night","Morgan Wade & OurVinyl","The Night (OurVinyl Sessions)",00:04:30,track
"Cowboy Take Me Away","Sarah Darling","Cowboy Take Me Away (The Campfire Sessions)",00:04:28,track
"Where You Are","Tenille Townes","Living Room Worktapes",00:04:04,track
¡ghostbusters!,"Los Straitjackets","Mondo Zombie Boogaloo",00:02:39,track
"The Ghoul On The Hill","Los Straitjackets","Mondo Zombie Boogaloo",00:02:25,track
"Green Chilli","Satan's Pilgrims","Plymouth Rock",00:03:07,track
"Personal Jesus","Los Banditos","Further Beyond The Sea",00:03:20,track
"Wicked Game","The Expendables","Pleasure Point",00:03:53,track
"Surfin' With The Mountain King","The Surf Trio","Forbidden Sounds",00:01:47,track
"Between The Dirt And The Stars","Mary Chapin Carpenter","The Dirt and the Stars",00:07:43,track
"Unknown Legend","Shovels & Rope & Shakey Graves","Busted Jukebox, Volume 1",00:04:29,track
"The Imperial","The Delines","The Imperial",00:05:23,track
"I’ll Be Your Mirror","Courtney Barnett","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:02:28,track
"The Black Angel’s Death Song","Fontaines D.C.","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:03:12,track
"Venus In Furs","Andrew Bird & Lucius","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:06:56,track
"I’m Waiting For The Man","Matt Berninger","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:03:44,track
"Sunday Morning","Michael Stipe","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:03:50,track
"There She Goes Again","King Princess","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:03:29,track
"Run Run Run","Kurt Vile","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:07:00,track
"All Tomorrow’s Parties","St. Vincent & Thomas Bartlett","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:04:52,track
"Femme Fatale","Sharon Van Etten","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:04:43,track
Heroin,"Thurston Moore & Bobby Gillespie","I’ll Be Your Mirror: A Tribute to The Velvet Underground & Nico",00:07:24,track
"Noire Clarinet","Andrew Hale","L.a. Noire Official Soundtrack",00:02:34,track
"Main Theme","Andrew Hale","L.a. Noire Official Soundtrack",00:03:05,track
"The Bookhouse Boys - Instrumental","Angelo Badalamenti","Soundtrack From Twin Peaks",00:03:30,track
"Main Title (from ""taxi Driver"")","Bernard Herrmann","Taxi Driver",00:02:15,track
"Dear Kathy","Benny Golson","Turning Point",00:04:49,track
"The Pine Float","Angelo Badalamenti","Twin Peaks: Fire Walk With Me - Soundtrack",00:04:04,track
"Theme From Twin Peaks - Fire Walk With Me","Angelo Badalamenti","Twin Peaks: Fire Walk With Me - Soundtrack",00:06:46,track
Karin,"Bohren & Der Club Of Gore",Dolores,00:03:38,track
"Black City Skyline","Bohren & Der Club Of Gore","Sunset Mission",00:05:51,track
"Sollen Es Doch Alle Wissen","Bohren & Der Club Of Gore","Sollen es doch Alle wissen",00:03:34,track
Prowler,"Bohren & Der Club Of Gore","Bohren For Beginners",00:05:04,track
"Constant Fear","Bohren & Der Club Of Gore","Black Earth",00:06:28,track
"Angel Eyes","Dr. Saxlove","Jazz Noir",00:03:12,track
"My Little Brown Book","Duke Ellington & John Coltrane & Billy Strayhorn","In Person",00:05:20,track
"La Chanson D'hélène","Jacky Terrasson & Stéphane Belmondo",Mother,00:03:45,track
"The New York City Ghost - Instrumental","Herbie Harper","Jazz In Hollywood",00:03:37,track
"Jeannie Flashback","Lolita Ritmanis","Batman: The Killing Joke - Music From The DC Universe Original Movie",00:02:01,track
"'round Midnight","Miles Davis & John Coltrane & Red Garland & Paul Chambers & Philly Joe Jones","'Round About Midnight",00:05:55,track
"Blue Hector","Peter McConnell","Grim Fandango Remastered (Original Soundtrack)",00:01:59,track
Générique,"Miles Davis","Ascenseur pour l'échafaud",00:02:49,track
"Nuit Sur Les Champs-Élysées","Miles Davis","Ascenseur pour l'échafaud",00:02:26,track
"Club Nine","Nicolas Godin",Contrepoint,00:02:47,track
Godfather,"Raul Midón & Terence Blanchard","She Hate Me (Music from the Motion Picture)",00:02:24,track
"Gumshoe Blues","Paul Pritchard","Film Noir",00:03:07,track
Peepshow,Pram,"Dark Island",00:03:29,track
"Koto Song","The Dave Brubeck Quartet","Jazz Impressions Of Japan",00:03:01,track
Giallo,"The Kilimanjaro Darkjazz Ensemble","From the Stairwell",00:06:02,track
"Marlowe's Theme","Putte Wickman","We Will Always Be Together",00:05:17,track
"One More Kiss, Dear",Vangelis,"Blade Runner (Music From The Original Soundtrack)",00:04:00,track
"Sharbat Gula","The Kilimanjaro Darkjazz Ensemble","Here Be Dragons",00:05:48,track
"Devil Heart","André Charlier & Daniel Diaz","Film Noir",00:02:26,track
"Don't Do Anything (i Wouldn't Do)","Angelo Badalamenti","Twin Peaks: Fire Walk With Me - Soundtrack",00:07:21,track
"What's New","Bobby Jaspar & Tommy Flanagan & Elvin Jones & Eddie Costa & Barry Galbraith & Milt Hinton & Osie Johnson",Clarinescapade,00:03:46,track
Afterglow,"Bob Sneider & Joe Locke","Nocturne for Ava",00:05:59,track
"Don't Explain","Chet Baker","Baker's Holiday",00:03:26,track
"When You're Gone","Chet Baker","Stairway To The Stars",00:04:06,track
Nottambuli,Cazale,Nottambuli,00:05:43,track
"Same Old Song","Daniel Diaz","Swan Song",00:03:36,track
"Melancholy Serenade","Denis Solee","Blues In The Night",00:04:07,track
"Smokey Sax","Hollywood Trailer Music Orchestra","Film Noir: Vintage Cinema Classics",00:03:21,track
"Transparent City",Hypnobooster,Hypnobooster,00:03:48,track
"Main Title - From ""body Heat""","John Barry & Hollywood Bowl Orchestra & John Mauceri","Hollywood Nightmares",00:04:09,track
"Relentless Pursuit","John Greaves","Film Noir",00:01:43,track
"The Crimson Kiss","Johnny Jewel",Windswept,00:02:55,track
"The Cry Of My People","Lee Morgan","The Sixth Sense",00:05:24,track
"No Other Way","Mark Isham","The Black Dahlia",00:02:08,track
"Adaptation Of The Koto Song","The Kilimanjaro Darkjazz Ensemble","The Kilimanjaro Darkjazz Ensemble",00:03:59,track
"Aucun Cave","The Dale Cooper Quartet","Parole de Navarre",00:06:49,track
"Audrey's Dance","Dmitri Matheny","Jazz Noir",00:02:38,track
"Norwegian Horror Saga",Manet,Devour,00:05:20,track
Aperitif,"Kyle Eastwood & Dave Chamberlain & Matt Home","Songs from the Chateau",00:05:07,track
"Nachtwache, 15. September","Kammerflimmer Kollektief",Absencen,00:06:12,track
"L'assassinat De Carala - Bande Originale Du Film ""ascenseur Pour L'échafaud""","Miles Davis","Ascenseur pour l'échafaud",00:02:10,track
"One Scotch, One Bourbon, One Beer - Remastered","Amos Milburn","Black Music - Soul, Jazz & Blues (Remastered)",00:03:17,track
"Milk And Water","Amos Milburn","Down The Road Apiece -The Best Of Amos Milburn",00:03:11,track
"Sweet Georgia Brown","Alberta Hunter","Amtrak Blues",00:04:09,track
"Sixteen Tons","B.B. King","B.B. King Sings Spirituals",00:02:35,track
"I Can't Believe You're In Love With Me","Boilermaker Jazz Band","Give Me Your Telephone Number",00:03:52,track
Rhythm,"Casey MacGill & the Spirits of Rhythm",Jump,00:02:48,track
"Makin' Whoopee","Dinah Washington & Quincy Jones","Jazz Divas",00:02:27,track
"Swing! Brother, Swing!","Catherine Russell","Harlem On My Mind (Bonus Track Version)",00:02:35,track
Sermonette,"Earl Grant","Singin' & Swingin': The Best Of Earl Grant",00:02:42,track
"If I Knew You Were Comin' I'd've Baked A Cake","Eileen Barton","They Can't Take That Away From Me / Jazz + Vol 8",00:02:40,track
"It Don't Mean A Thing (if It Ain't Got That Swing)","Duke Ellington & Louis Armstrong","The Complete Louis Armstrong - Duke Ellington Sessions",00:04:00,track
"The Dipsy Doodle","Ella Fitzgerald & Chick Webb","The Early Years - Part 1 (1935-1938)",00:03:11,track
"Solid As A Rock","Ella Fitzgerald","The Complete Decca Singles Vol. 4: 1950-1955",00:03:01,track
"I'm Beginning To See The Light","Ella Fitzgerald & Duke Ellington","Ella Fitzgerald: The Voice Of Jazz",00:03:28,track
"Too Darn Hot","Ella Fitzgerald","Ella Fitzgerald Sings The Cole Porter Songbook (Expanded Edition)",00:03:50,track
"Come By Me","Harry Connick, Jr.","Come By Me",00:04:01,track
"The Spinach Song","Julia Lee And Her Boyfriends","Kansas City's First Lady Of The Blues",00:03:00,track
"Half Tight Boogie","Jonathan Stout and his Campus Five & Hilary Alexander","Jammin' the Blues",00:03:13,track
Wham!!!,"Hot Sugar Band","Are You in Shape",00:03:16,track
"On Revival Day","LaVern Baker","La Vern Baker Sings Bessie Smith",00:03:12,track
"Bli Blip - Live","Lincoln Center Jazz Orchestra & Wynton Marsalis","Live In Swing City- Swingin' With Duke",00:03:16,track
"The Late, Late Show - Remastered","Nat King Cole","Count Basie & Friends 100th Birthday Bash",00:02:32,track
"I Was A Little Too Lonely (and You Were A Little Too Late) - 20-bit Mastering/1999 Digital Remaster","Nat King Cole","After Midnight: The Complete Session",00:03:02,track
"Take It Easy Greasy","Naomi & Her Handsome Devils","Naomi & Her Handsome Devils",00:03:46,track
Chick-chick-chick-a-dee,"Paula Watson","The Very Best Of",00:02:19,track
"I Fell In Love With New Orleans","O Sister!","Stompin' in Joy",00:05:44,track
"Why Don't You Do Right (get Me Some Money Too) - Remastered 1998","Peggy Lee","The Best Of Miss Peggy Lee",00:02:28,track
"Choko Mo Feel No Hey","Preservation Hall Jazz Band","New Orleans Preservation, Vol. 1",00:03:25,track
"Shake That Thing","Preservation Hall Jazz Band","Shake That Thing",00:06:30,track
"Short Dressed Gal","Preservation Hall Jazz Band","New Orleans Preservation, Vol. 1",00:02:39,track
"Tu Vuo Fa 'l'americano - From ""the American"" Soundtrack","Renato Carosone","Renato Carosone: Solo Grandi Successi",00:03:29,track
"Love Me Or Leave Me","Sammy Davis Jr.",Five,00:02:58,track
"Bei Mir Bist Du Schon (means That You're Grand)","The Andrews Sisters","Capitol Collectors Series",00:03:04,track
"Joshua Fit De Battle Of Jericho","Sidney Bechet","Runnin' Wild",00:03:22,track
"Rum & Coca Cola","The Andrews Sisters","The Andrews Sisters Greatest Hits",00:03:09,track
"It Ain't The Meat","The Swallows","A-Z: Kitty Daisy & Lewis - 'The Roots of Rock 'n' Roll'",00:02:37,track
"Bright Lights Late Nights","The Speakeasies' Swing Band!","Bathtub Gin",00:04:30,track
"Swingin' On Nothing","Tommy Dorsey","Swing Party by Bart & Baker",00:03:15,track
"I Istoria Tou Zormpa (zormpas' Story)","The Speakeasies' Swing Band!","Bathtub Gin",00:05:06,track
"Hot Lips","Wilbur De Paris","New New Orleans Jazz",00:04:55,track
"Shake It And Break It","Andrew Bird & Preservation Hall Jazz Band","An Album To Benefit Preservation Hall & The Preservation Hall Music Outreach Program",00:03:11,track
Ménilmontant,Ainda,Uno,00:03:26,track
"Heebie Jeebies","Bobby Short","The Mad Twenties",00:02:43,track
Splanky,"Count Basie","The Atomic Mr Basie",00:03:37,track
"Mon Fantôme","Baptiste Trotignon & Melody Gardot & Miossec","Song, Song, Song",00:04:21,track
"Is You Is Or Is You Ain't My Baby?","Dinah Washington & Quincy Jones","The Complete Dinah Washington On Mercury Vol.5 (1956-1958)",00:03:00,track
"I'll Be Your Baby Tonight","Curtis Stigers","Real Emotional",00:04:01,track
"Let's Call The Whole Thing Off","Ella Fitzgerald & Louis Armstrong","Ella And Louis Again",00:04:12,track
"Tain't What You Do (it's The Way That You Do It)","Jimmie Lunceford","Lunceford Special",00:03:03,track
"In The Mood","Glenn Miller","Music Inspired By Fallout 3 & New Vegas",00:03:30,track
"My Man Stands Out","Julia Lee","The Very Best Of",00:02:10,track
"Shoo Fly Pie","Jonathan Stout and his Campus Five & Hilary Alexander","Jammin' the Blues",00:03:06,track
"Swingin' On Nothin'","Jonathan Stout and his Campus Five & Hilary Alexander","Jammin' the Blues",00:03:45,track
"Mack The Knife","Louis Armstrong","The Great American Songbook",00:03:22,track
"I Can't Give You Anything But Love","Naomi & Her Handsome Devils","Naomi & Her Handsome Devils",00:03:49,track
"L-o-v-e - Multilingual Version/2006 Digital Remaster","Nat King Cole","The Very Best Of Nat King Cole",00:02:35,track
"I Know How To Do It","Naomi & Her Handsome Devils","Naomi & Her Handsome Devils",00:03:32,track
"I've Got A Woman","Ray Charles","Ray Charles (aka: Hallelujah, I Love Her So)",00:02:52,track
"Careless Whisper","Scott Bradlee's Postmodern Jukebox & Dave Koz","Clubbin' With Grandpa",00:03:42,track
"Bedtime For Bix","Pearl Django & Lance Buller","New Metropolitan Swing",00:04:20,track
"Thrift Shop","Scott Bradlee's Postmodern Jukebox","Twist Is The New Twerk",00:03:01,track
"Stray Cat Strut","Stray Cats","Stray Cats",00:03:15,track
"You & Me & The Bottle Makes 3 Tonight (baby)","Big Bad Voodoo Daddy","Big Bad Voodoo Daddy",00:03:34,track
"Beyond The Sea","Bobby Darin","Music From And Inspired By Bioshock",00:02:52,track
"Juice Head Baby - Original","Cootie Williams And His Orchestra","Cootie Williams And His Orchestra Selected Hits Vol. 1",00:03:08,track
"One O'clock Jump","Count Basie Orchestra","Count Basie: The Collection",00:03:47,track
Whirly-bird,"Count Basie Orchestra","The Atomic Mr Basie",00:03:53,track
