artist_raw,artist_canonical,track_count,monitor_priority,ignore,notes
The Bloat Floaters,The Bloat Floaters,1,low,false,
The Blue Stingrays,The Blue Stingrays,1,low,false,
The Bomboras,The Bomboras,1,low,false,
The Brehms,The Brehms,1,low,false,
The Brothers band,The Brothers band,1,low,false,
The Bucannan,The Bucannan,1,low,false,
The Bugaloos,The Bugaloos,1,low,false,
The Burning Hell & Jenny Mitchell,The Burning Hell & Jenny Mitchell,1,low,false,
The Cactus Blossoms,The Cactus Blossoms,1,low,false,
The California Honeydrops,The California Honeydrops,1,low,false,
The Calm & Commotion,The Calm & Commotion,1,low,false,
The Cars,The Cars,1,low,false,
The Cats & the Fiddle,The Cats & the Fiddle,1,low,false,
The Centurions,The Centurions,1,low,false,
The Challengers,The Challengers,1,low,false,
The Cheekybenders,The Cheekybenders,1,low,false,
The Chi-Lites,The Chi-Lites,1,low,false,
The Chordettes,The Chordettes,1,low,false,
The Classics,The Classics,1,low,false,
The Clebanoff Strings & Percussion,The Clebanoff Strings & Percussion,1,low,false,
The Climbers,The Climbers,1,low,false,
The Clique,The Clique,1,low,false,
The Computers,The Computers,1,low,false,
The Concussions,The Concussions,1,low,false,
The Connels,The Connels,1,low,false,
The Contours,The Contours,1,low,false,
The Cooltrane Quartet,The Cooltrane Quartet,1,low,false,
The Cougars,The Cougars,1,low,false,
"The Country Dudes (vocal, Clay Allen)","The Country Dudes (vocal, Clay Allen)",1,low,false,
The Crests,The Crests,1,low,false,
The Cripple And The Tramp,The Cripple And The Tramp,1,low,false,
The Crossfires,The Crossfires,1,low,false,
The Cruncher,The Cruncher,1,low,false,
The Currie Brothers,The Currie Brothers,1,low,false,
The Daintees,The Daintees,1,low,false,
The Dale Cooper Quartet,The Dale Cooper Quartet,1,low,false,
The Dalles,The Dalles,1,low,false,
The Darkness,The Darkness,1,low,false,
The Dave Brubeck Quartet,The Dave Brubeck Quartet,1,low,false,
The Dead Show Dealers,The Dead Show Dealers,1,low,false,
The Deaf Surfers,The Deaf Surfers,1,low,false,
The deFenders,The deFenders,1,low,false,
The DeLorean Sisters,The DeLorean Sisters,1,low,false,
The Delta Bombers,The Delta Bombers,1,low,false,
The Deltas,The Deltas,1,low,false,
The Deoras,The Deoras,1,low,false,
The Despots,The Despots,1,low,false,
The Devil's Daughters w/ Danny B. Harvey,The Devil's Daughters w/ Danny B. Harvey,1,low,false,
The Devotions,The Devotions,1,low,false,
The Dip,The Dip,1,low,false,
The Dirty Licks,The Dirty Licks,1,low,false,
The Dirty Shwa,The Dirty Shwa,1,low,false,
The Distance,The Distance,1,low,false,
The Dixie Chicks,The Dixie Chicks,1,low,false,
The Doobie Brothers,The Doobie Brothers,1,low,false,
The Dramatics,The Dramatics,1,low,false,
The Dreadtones,The Dreadtones,1,low,false,
The Dufflecoats,The Dufflecoats,1,low,false,
The Eddie Higgins Trio,The Eddie Higgins Trio,1,low,false,
The Electric Prunes,The Electric Prunes,1,low,false,
The Epileptic Hillbilly's,The Epileptic Hillbilly's,1,low,false,
The Evanstones,The Evanstones,1,low,false,
The Exotic Guitars,The Exotic Guitars,1,low,false,
The Expendables,The Expendables,1,low,false,
The Family Monroe,The Family Monroe,1,low,false,
The Fathoms,The Fathoms,1,low,false,
The Finks,The Finks,1,low,false,
The Fivetones & The Blue Stars,The Fivetones & The Blue Stars,1,low,false,
The Flamingos,The Flamingos,1,low,false,
The Flashbulb,The Flashbulb,1,low,false,
The Flowerpot Men,The Flowerpot Men,1,low,false,
The Forest Rangers & White Buffalo & Billy Valentine & Franky Perez,The Forest Rangers & White Buffalo & Billy Valentine & Franky Perez,1,low,false,
THE FOUR SOUNDS,THE FOUR SOUNDS,1,low,false,
The Frank David Selection,The Frank David Selection,1,low,false,
The Free 'N' Easy,The Free 'N' Easy,1,low,false,
The Galaxy Trio,The Galaxy Trio,1,low,false,
The Gallows Dance,The Gallows Dance,1,low,false,
The Genies,The Genies,1,low,false,
The Ghastly Ones,The Ghastly Ones,1,low,false,
The Ghiblis,The Ghiblis,1,low,false,
The Good Stuff,The Good Stuff,1,low,false,
The Grand Piano Company,The Grand Piano Company,1,low,false,
The Graveyard Train,The Graveyard Train,1,low,false,
The Green Windows,The Green Windows,1,low,false,
The Grizzly Addams,The Grizzly Addams,1,low,false,
The Guess Who,The Guess Who,1,low,false,
The Gutter Boys,The Gutter Boys,1,low,false,
The Harptones,The Harptones,1,low,false,
The Heavy Horses,The Heavy Horses,1,low,false,
The Heritage,The Heritage,1,low,false,
The Hicadoolas,The Hicadoolas,1,low,false,
The Hidden Reefs,The Hidden Reefs,1,low,false,
The Highliners,The Highliners,1,low,false,
The Highwaymen,The Highwaymen,1,low,false,
The Hillbilly Moon Explosion & Mark 'Sparky' Philips,The Hillbilly Moon Explosion & Mark 'Sparky' Philips,1,low,false,
The Hillbilly Moon Explosion feat. Mark Phillips,The Hillbilly Moon Explosion feat. Mark Phillips,1,low,false,
The Holden Quartet,The Holden Quartet,1,low,false,
The Holy Gasp,The Holy Gasp,1,low,false,
The Honkytonk Wranglers,The Honkytonk Wranglers,1,low,false,
The Hot Rod Gang,The Hot Rod Gang,1,low,false,
The Hot Shoes,The Hot Shoes,1,low,false,
The House of the Hidden Light,The House of the Hidden Light,1,low,false,
The Huaraches,The Huaraches,1,low,false,
The Hula Girls,The Hula Girls,1,low,false,
The Hyperjax,The Hyperjax,1,low,false,
The Hypochondriacs,The Hypochondriacs,1,low,false,
The Ian Campbell Folk Group,The Ian Campbell Folk Group,1,low,false,
The IllumiGnarly,The IllumiGnarly,1,low,false,
The Incredible Mr Smith,The Incredible Mr Smith,1,low,false,
The Innocence Mission,The Innocence Mission,1,low,false,
The Innocents,The Innocents,1,low,false,
The Interrupters,The Interrupters,1,low,false,
The Irridescents,The Irridescents,1,low,false,
The Jam,The Jam,1,low,false,
The Jarnos,The Jarnos,1,low,false,
The Jim Carroll Band,The Jim Carroll Band,1,low,false,
The Johnstons,The Johnstons,1,low,false,
The Jolly Boys,The Jolly Boys,1,low,false,
The Kingsmen,The Kingsmen,1,low,false,
The Knack,The Knack,1,low,false,
The Knights,The Knights,1,low,false,
The Kodoks,The Kodoks,1,low,false,
The Krewmen,The Krewmen,1,low,false,
The Last Town Chorus,The Last Town Chorus,1,low,false,
The Lazy Foragers,The Lazy Foragers,1,low,false,
The Leopards,The Leopards,1,low,false,
THE LINCOLN TRIO,THE LINCOLN TRIO,1,low,false,
The Lions,The Lions,1,low,false,
The Lollipop Tree,The Lollipop Tree,1,low,false,
The London Symphony Orchestra,The London Symphony Orchestra,1,low,false,
The Lovecraft Sextet,The Lovecraft Sextet,1,low,false,
The Lovin' Spoonful,The Lovin' Spoonful,1,low,false,
The Low-Fi Drifters,The Low-Fi Drifters,1,low,false,
THE MAORI HI FIVE,THE MAORI HI FIVE,1,low,false,
The Marty Cooper Clan,The Marty Cooper Clan,1,low,false,
The Me Gustas,The Me Gustas,1,low,false,
The Mean Cat Daddies,The Mean Cat Daddies,1,low,false,
The Meantime,The Meantime,1,low,false,
The Medallions,The Medallions,1,low,false,
The Melismatics,The Melismatics,1,low,false,
The Mellows,The Mellows,1,low,false,
The Milk Lizards,The Milk Lizards,1,low,false,
The Miracles,The Miracles,1,low,false,
The Mockers,The Mockers,1,low,false,
The Mod Mods,The Mod Mods,1,low,false,
The Moments,The Moments,1,low,false,
The Moody Blues,The Moody Blues,1,low,false,
The Moonstompers,The Moonstompers,1,low,false,
The Mystic Monks,The Mystic Monks,1,low,false,
The Mystic Moods Orchestra,The Mystic Moods Orchestra,1,low,false,
The National,The National,1,low,false,
The Nebulas,The Nebulas,1,low,false,
The New Establishment,The New Establishment,1,low,false,
The New Seekers,The New Seekers,1,low,false,
The Orchestra of Mirrored Reflections,The Orchestra of Mirrored Reflections,1,low,false,
The Ouija Chords,The Ouija Chords,1,low,false,
The Overloaders,The Overloaders,1,low,false,
The P.O.X. aka The Psychobilly Orchestra X,The P.O.X. aka The Psychobilly Orchestra X,1,low,false,
The Peppermint Rainbow,The Peppermint Rainbow,1,low,false,
The Phantom Rockers,The Phantom Rockers,1,low,false,
The Pickin' Boppers,The Pickin' Boppers,1,low,false,
The Playboys,The Playboys,1,low,false,
The Playtones,The Playtones,1,low,false,
The Pogues and Joe Strummer,The Pogues and Joe Strummer,1,low,false,
The Pogues Feat Kirsty Mccoll,The Pogues Feat Kirsty Mccoll,1,low,false,
The Proclaimers,The Proclaimers,1,low,false,
The Protons,The Protons,1,low,false,
The Psychobilly Kadillaks,The Psychobilly Kadillaks,1,low,false,
The Psychonauts,The Psychonauts,1,low,false,
The Pyramids,The Pyramids,1,low,false,
The Raters,The Raters,1,low,false,
The Ray Charles Singers,The Ray Charles Singers,1,low,false,
The Raynbow,The Raynbow,1,low,false,
The Rayons,The Rayons,1,low,false,
The Razorblades,The Razorblades,1,low,false,
The Real Gone,The Real Gone,1,low,false,
The Replacements,The Replacements,1,low,false,
The Revels With Barbara Adkins,The Revels With Barbara Adkins,1,low,false,
The Reverbivores,The Reverbivores,1,low,false,
The Rhythm Boys,The Rhythm Boys,1,low,false,
The Rhythm Rockers,The Rhythm Rockers,1,low,false,
The Riot Rockers,The Riot Rockers,1,low,false,
The Rip Chords,The Rip Chords,1,low,false,
The Rock-It Dogs,The Rock-It Dogs,1,low,false,
The Rocker Covers,The Rocker Covers,1,low,false,
The Rockin Henrys,The Rockin Henrys,1,low,false,
The Rockin' Highliners,The Rockin' Highliners,1,low,false,
The Rockin' Rebels,The Rockin' Rebels,1,low,false,
The Rockit 88 Band & Meghan Parnell,The Rockit 88 Band & Meghan Parnell,1,low,false,
The Rollo Brothers,The Rollo Brothers,1,low,false,
The Rookies,The Rookies,1,low,false,
The Route 66 Killers,The Route 66 Killers,1,low,false,
The Rumblers,The Rumblers,1,low,false,
The Saints,The Saints,1,low,false,
The Sandals,The Sandals,1,low,false,
The Sandpipers,The Sandpipers,1,low,false,
The Scarlets,The Scarlets,1,low,false,
The Schwings Band,The Schwings Band,1,low,false,
The Schwings Band feat. Migloko,The Schwings Band feat. Migloko,1,low,false,
The Searchers,The Searchers,1,low,false,
The Shivas,The Shivas,1,low,false,
The Shocking Blue,The Shocking Blue,1,low,false,
The Shockwave!,The Shockwave!,1,low,false,
The Siddeleys,The Siddeleys,1,low,false,
The Silicon,The Silicon,1,low,false,
The Silver Bullets,The Silver Bullets,1,low,false,
The Silver Shine,The Silver Shine,1,low,false,
The Small Faces,The Small Faces,1,low,false,
The Soapbox Saints,The Soapbox Saints,1,low,false,
The Solid Studs,The Solid Studs,1,low,false,
The Sonny Bradshaw Seven,The Sonny Bradshaw Seven,1,low,false,
The Space Rangers,The Space Rangers,1,low,false,
The Speakeasies Swing Band,The Speakeasies Swing Band,1,low,false,
The Speakeasy Three,The Speakeasy Three,1,low,false,
The Specials,The Specials,1,low,false,
The Spiratones,The Spiratones,1,low,false,
The Stamps,The Stamps,1,low,false,
The Staple Singers,The Staple Singers,1,low,false,
The Stylistics,The Stylistics,1,low,false,
The Sun Skippers,The Sun Skippers,1,low,false,
The Surf Hermits,The Surf Hermits,1,low,false,
The Surf Trio,The Surf Trio,1,low,false,
The Surfmen,The Surfmen,1,low,false,
The Swallows,The Swallows,1,low,false,
The Swamp Dogs,The Swamp Dogs,1,low,false,
The Swampys,The Swampys,1,low,false,
The Switchblade 3,The Switchblade 3,1,low,false,
The Tadmen Twins,The Tadmen Twins,1,low,false,
The Tailgators,The Tailgators,1,low,false,
The Tarantinos Nyc,The Tarantinos Nyc,1,low,false,
The Temptations,The Temptations,1,low,false,
The Terminators,The Terminators,1,low,false,
The Tikiyaki Orchestra & Maria Arranz of L'Exotighost,The Tikiyaki Orchestra & Maria Arranz of L'Exotighost,1,low,false,
The Timetones,The Timetones,1,low,false,
The Titans,The Titans,1,low,false,
The Tourmaliners,The Tourmaliners,1,low,false,
The Trashmen,The Trashmen,1,low,false,
The Treble Spankers,The Treble Spankers,1,low,false,
The Tri-Gantics,The Tri-Gantics,1,low,false,
The Trillionairs,The Trillionairs,1,low,false,
The Turnpike Cruisers,The Turnpike Cruisers,1,low,false,
The Two Mile Pike,The Two Mile Pike,1,low,false,
The Undertones,The Undertones,1,low,false,
The Unnaturals,The Unnaturals,1,low,false,
The Unseen Guest,The Unseen Guest,1,low,false,
The Veils,The Veils,1,low,false,
The Velocity Raptors,The Velocity Raptors,1,low,false,
The Venus in Furs,The Venus in Furs,1,low,false,
The Volcanics,The Volcanics,1,low,false,
The Waifs,The Waifs,1,low,false,
The Walkabouts,The Walkabouts,1,low,false,
The Wanktones,The Wanktones,1,low,false,
The Wave Chargers,The Wave Chargers,1,low,false,
The Weisstronauts,The Weisstronauts,1,low,false,
The White Buffalo & The Forest Rangers,The White Buffalo & The Forest Rangers,1,low,false,
The Wolfgangs,The Wolfgangs,1,low,false,
The Woodhavens,The Woodhavens,1,low,false,
The Young Rascals,The Young Rascals,1,low,false,
Thee Apple Thieves,Thee Apple Thieves,1,low,false,
Thee Braindrops,Thee Braindrops,1,low,false,
Thelma Houston,Thelma Houston,1,low,false,
Them,Them,1,low,false,
Therapy,Therapy,1,low,false,
Theresa Andersson,Theresa Andersson,1,low,false,
Theuns Jordaan,Theuns Jordaan,1,low,false,
Thomas Ashby,Thomas Ashby,1,low,false,
Thomas Schoeffler Jr,Thomas Schoeffler Jr,1,low,false,
Thomas Schoeffler Jr.,Thomas Schoeffler Jr.,1,low,false,
Three Alley Cats,Three Alley Cats,1,low,false,
Thurston Lava Tube,Thurston Lava Tube,1,low,false,
Thurston Moore & Bobby Gillespie,Thurston Moore & Bobby Gillespie,1,low,false,
Tiger Shark Nilsson,Tiger Shark Nilsson,1,low,false,
Tiki Moondog,Tiki Moondog,1,low,false,
Tim Buckley,Tim Buckley,1,low,false,
Timur Popovkin,Timur Popovkin,1,low,false,
Tin Tin,Tin Tin,1,low,false,
Tina Turner,Tina Turner,1,low,false,
Tinsley Ellis,Tinsley Ellis,1,low,false,
Todd Bradley,Todd Bradley,1,low,false,
Todd Hearon,Todd Hearon,1,low,false,
Tom Russell,Tom Russell,1,low,false,
Tom Waits & Crystal Gayle,Tom Waits & Crystal Gayle,1,low,false,
Tommy Dorsey,Tommy Dorsey,1,low,false,
TomorrowMen,TomorrowMen,1,low,false,
Tompsons Band,Tompsons Band,1,low,false,
Torment,Torment,1,low,false,
Town Mountain,Town Mountain,1,low,false,
Tre Burt,Tre Burt,1,low,false,
Tres Chic,Tres Chic,1,low,false,
Trevor Lake,Trevor Lake,1,low,false,
Tricky Tales,Tricky Tales,1,low,false,
Trigg & Gusset,Trigg & Gusset,1,low,false,
Trini Lopez,Trini Lopez,1,low,false,
Trouble,Trouble,1,low,false,
Troy Turner,Troy Turner,1,low,false,
Tsunamish,Tsunamish,1,low,false,
Tufano Giammarese,Tufano Giammarese,1,low,false,
Turnpike Troubadours,Turnpike Troubadours,1,low,false,
Twang Inspectors,Twang Inspectors,1,low,false,
Ty Taylor,Ty Taylor,1,low,false,
Tyger Lamb,Tyger Lamb,1,low,false,
Tyla J. Pallas,Tyla J. Pallas,1,low,false,
Tyrannosaurus Rex,Tyrannosaurus Rex,1,low,false,
U2,U2,1,low,false,
UB40 & Chrissie Hynde,UB40 & Chrissie Hynde,1,low,false,
Ukulena feat. Henry Wagons,Ukulena feat. Henry Wagons,1,low,false,
Uncle Tupelo,Uncle Tupelo,1,low,false,
Underwater Bosses,Underwater Bosses,1,low,false,
Up-Stairs,Up-Stairs,1,low,false,
Urban Zotel,Urban Zotel,1,low,false,
VadioRadio,VadioRadio,1,low,false,
Vainoras and the altar of the drill,Vainoras and the altar of the drill,1,low,false,
Valentina Favara,Valentina Favara,1,low,false,
Van Der Graaf Generator,Van Der Graaf Generator,1,low,false,
Vangelis,Vangelis,1,low,false,
VaraTones,VaraTones,1,low,false,
Vashti Bunyan & Max Richter,Vashti Bunyan & Max Richter,1,low,false,
Vespa,Vespa,1,low,false,
Vic Damone,Vic Damone,1,low,false,
Vic Dana,Vic Dana,1,low,false,
Vicky Leandros,Vicky Leandros,1,low,false,
Vince Guaraldi & Bola Sete,Vince Guaraldi & Bola Sete,1,low,false,
Vitamin String Quartet,Vitamin String Quartet,1,low,false,
Vittorio Impiglia,Vittorio Impiglia,1,low,false,
Voodoo Dolls,Voodoo Dolls,1,low,false,
VOU VOU,VOU VOU,1,low,false,
Waldo Unit,Waldo Unit,1,low,false,
Wally Richardson,Wally Richardson,1,low,false,
Wanda Jackson,Wanda Jackson,1,low,false,
Watchhouse,Watchhouse,1,low,false,
Wayne Hancock,Wayne Hancock,1,low,false,
We the People,We the People,1,low,false,
Weasletones,Weasletones,1,low,false,
Wendell Watts,Wendell Watts,1,low,false,
Wendy LeBeau & Her Beaus,Wendy LeBeau & Her Beaus,1,low,false,
Wes Pudsey and The Sonic Aces,Wes Pudsey and The Sonic Aces,1,low,false,
Whistle Bait,Whistle Bait,1,low,false,
Wilbur De Paris,Wilbur De Paris,1,low,false,
Wilco,Wilco,1,low,false,
Wild Rooster,Wild Rooster,1,low,false,
Will Padgett,Will Padgett,1,low,false,
Willie Nelson Feat. Lucinda Williams,Willie Nelson Feat. Lucinda Williams,1,low,false,
Wilson Pickett,Wilson Pickett,1,low,false,
With or Without You,With or Without You,1,low,false,
Wood Surfers,Wood Surfers,1,low,false,
Wovenhand & Ultima Vez,Wovenhand & Ultima Vez,1,low,false,
WyattChristmas Five,WyattChristmas Five,1,low,false,
Yo la Tengo,Yo la Tengo,1,low,false,
You Am I,You Am I,1,low,false,
Yuu Takami,Yuu Takami,1,low,false,
Yvonne Elliman,Yvonne Elliman,1,low,false,
Z. Richard Rowling,Z. Richard Rowling,1,low,false,
Zebra Duo,Zebra Duo,1,low,false,
Zombies,Zombies,1,low,false,
ВІА Смерічка,ВІА Смерічка,1,low,false,
Директор Азовского моря,Директор Азовского моря,1,low,false,
Директор Азовського моря,Директор Азовського моря,1,low,false,
Захар Май,Захар Май,1,low,false,
Марiя Бурмака,Марiя Бурмака,1,low,false,
Мертвий пiвень,Мертвий пiвень,1,low,false,
Николая Сивч,Николая Сивч,1,low,false,
Пікардійська Терція,Пікардійська Терція,1,low,false,
Піккардійська Терція,Піккардійська Терція,1,low,false,
Срібний Креш,Срібний Креш,1,low,false,
ХоЖаЙ,ХоЖаЙ,1,low,false,
